sample,chr,startpos,endpos
P187_1,chr8,138640438,139358241
P187_1,chr8,139358242,139784641
P187_1,chr8,139784642,144235398
P187_1,chr8,144235399,146259314
P187_2,chr8,0,3421
P187_2,chr8,3422,302124
P187_2,chr8,302125,15682109
P187_2,chr8,15682110,21842155
P187_2,chr8,21842156,22038549
P187_2,chr8,22038550,34626892
P187_2,chr8,34626893,36279315
P187_2,chr8,36279316,41403927
P187_2,chr8,41403928,42244630
P187_2,chr8,42244631,42869783
P187_2,chr8,42869784,44090413
P187_2,chr8,44090414,47172959
P187_2,chr8,47172960,60984506
P187_2,chr8,60984507,61627836
P187_2,chr8,61627837,75328202
P187_2,chr8,75328203,76764661
P187_2,chr8,76764662,79725961
P187_2,chr8,79725962,82981675
P187_2,chr8,82981676,84164440
P187_2,chr8,84164441,86615298
P187_2,chr8,86615299,87702408
P187_2,chr8,87702409,91207922
P187_2,chr8,91207923,97196806
P187_2,chr8,97196807,100934443
P187_2,chr8,100934444,104556447
P187_2,chr8,104556448,104623589
P187_2,chr8,104623590,104687843
P187_2,chr8,104687844,105025544
P187_2,chr8,105025545,106919143
P187_2,chr8,106919144,107634750
P187_2,chr8,107634751,112025338
P187_2,chr8,112025339,114486854
P187_2,chr8,114486855,115670997
P187_2,chr8,115670998,116650512
P187_2,chr8,116650513,126437503
P187_2,chr8,126437504,130484001
P187_2,chr8,130484002,133796237
P187_2,chr8,133796238,135231214
P187_2,chr8,135231215,140644832
P187_2,chr8,140644833,142120369
P187_2,chr8,142120370,142147938
P187_2,chr8,142147939,146241773
P187_2,chr8,146241774,146259314
P188_1,chr8,0,3421
P188_1,chr8,3422,302124
P188_1,chr8,302125,4921912
P188_1,chr8,4921913,6212604
P188_1,chr8,6212605,36974246
P188_1,chr8,36974247,48562567
P188_1,chr8,48562568,51545962
P188_1,chr8,51545963,54423636
P188_1,chr8,54423637,57734630
P188_1,chr8,57734631,62132230
P188_1,chr8,62132231,65569193
P188_1,chr8,65569194,66005921
P188_1,chr8,66005922,68912699
P188_1,chr8,68912700,71734983
P188_1,chr8,71734984,72904001
P188_1,chr8,72904002,74368591
P188_1,chr8,74368592,75602294
P188_1,chr8,75602295,77717895
P188_1,chr8,77717896,80504796
P188_1,chr8,80504797,82794497
P188_1,chr8,82794498,83376522
P188_1,chr8,83376523,85755818
P188_1,chr8,85755819,87842717
P188_1,chr8,87842718,90636492
P188_1,chr8,90636493,91324419
P188_1,chr8,91324420,92061816
P188_1,chr8,92061817,129558270
P188_1,chr8,129558271,134763183
P188_1,chr8,134763184,146259314
P188_2,chr8,0,3421
P188_2,chr8,3422,9331397
P188_2,chr8,9331398,10598236
P188_2,chr8,10598237,14935179
P188_2,chr8,14935180,17279950
P188_2,chr8,17279951,18155624
P188_2,chr8,18155625,22534794
P188_2,chr8,22534795,23544179
P188_2,chr8,23544180,23551823
P188_2,chr8,23551824,24964821
P188_2,chr8,24964822,30764671
P188_2,chr8,30764672,36974246
P188_2,chr8,36974247,47869504
P188_2,chr8,47869505,48928757
P188_2,chr8,48928758,56391312
P188_2,chr8,56391313,59567703
P188_2,chr8,59567704,59867077
P188_2,chr8,59867078,64424298
P188_2,chr8,64424299,64933393
P188_2,chr8,64933394,66334523
P188_2,chr8,66334524,92061816
P188_2,chr8,92061817,96029641
P188_2,chr8,96029642,96204235
P188_2,chr8,96204236,99063739
P188_2,chr8,99063740,100174192
P188_2,chr8,100174193,101064704
P188_2,chr8,101064705,106189912
P188_2,chr8,106189913,107085099
P188_2,chr8,107085100,107600814
P188_2,chr8,107600815,108479420
P188_2,chr8,108479421,108495738
P188_2,chr8,108495739,117138455
P188_2,chr8,117138456,122401729
P188_2,chr8,122401730,126666040
P188_2,chr8,126666041,127847178
P188_2,chr8,127847179,128238100
P188_2,chr8,128238101,137212364
P188_2,chr8,137212365,143819091
P188_2,chr8,143819092,146259314
P189_1,chr8,0,3421
P189_1,chr8,3422,1131536
P189_1,chr8,1131537,6192235
P189_1,chr8,6192236,7576224
P189_1,chr8,7576225,7834539
P189_1,chr8,7834540,9269270
P189_1,chr8,9269271,12725176
P189_1,chr8,12725177,19790304
P189_1,chr8,19790305,22224826
P189_1,chr8,22224827,23544179
P189_1,chr8,23544180,24067045
P189_1,chr8,24067046,25200506
P189_1,chr8,25200507,33437250
P189_1,chr8,33437251,39746268
P189_1,chr8,39746269,46457878
P189_1,chr8,46457879,46964131
P189_1,chr8,46964132,47486864
P189_1,chr8,47486865,48489664
P189_1,chr8,48489665,50810826
P189_1,chr8,50810827,53244539
P189_1,chr8,53244540,55755144
P189_1,chr8,55755145,56271504
P189_1,chr8,56271505,57115390
P189_1,chr8,57115391,57383416
P189_1,chr8,57383417,59323669
P189_1,chr8,59323670,59733903
P189_1,chr8,59733904,60676880
P189_1,chr8,60676881,61235469
P189_1,chr8,61235470,63204838
P189_1,chr8,63204839,67497987
P189_1,chr8,67497988,67851375
P189_1,chr8,67851376,146259314
P189_2,chr8,0,3421
P189_2,chr8,3422,33082588
P189_2,chr8,33082589,35091244
P189_2,chr8,35091245,46130517
P189_2,chr8,46130518,47872407
P189_2,chr8,47872408,49705801
P189_2,chr8,49705802,51654711
P189_2,chr8,51654712,57107099
P189_2,chr8,57107100,68456518
P189_2,chr8,68456519,76845288
P189_2,chr8,76845289,77148439
P189_2,chr8,77148440,78529567
P189_2,chr8,78529568,79999105
P189_2,chr8,79999106,80260848
P189_2,chr8,80260849,85852941
P189_2,chr8,85852942,85866316
P189_2,chr8,85866317,86188249
P189_2,chr8,86188250,91024816
P189_2,chr8,91024817,92140416
P189_2,chr8,92140417,92721560
P189_2,chr8,92721561,94693323
P189_2,chr8,94693324,96303396
P189_2,chr8,96303397,97760749
P189_2,chr8,97760750,98009262
P189_2,chr8,98009263,98288613
P189_2,chr8,98288614,99792038
P189_2,chr8,99792039,100261694
P189_2,chr8,100261695,100646129
P189_2,chr8,100646130,102215617
P189_2,chr8,102215618,103518116
P189_2,chr8,103518117,105193007
P189_2,chr8,105193008,105647110
P189_2,chr8,105647111,108142036
P189_2,chr8,108142037,108492429
P189_2,chr8,108492430,109976419
P189_2,chr8,109976420,111526861
P189_2,chr8,111526862,112429813
P189_2,chr8,112429814,112642748
P189_2,chr8,112642749,113556489
P189_2,chr8,113556490,124930847
P189_2,chr8,124930848,131780116
P189_2,chr8,131780117,133726653
P189_2,chr8,133726654,136966205
P189_2,chr8,136966206,139165306
P189_2,chr8,139165307,140441169
P189_2,chr8,140441170,140454431
P189_2,chr8,140454432,144941898
P189_2,chr8,144941899,146259314
P18_1,chr8,0,3421
P18_1,chr8,3422,42493919
P18_1,chr8,42493920,42610970
P18_1,chr8,42610971,70398378
P18_1,chr8,70398379,86879011
P18_1,chr8,86879012,87589231
P18_1,chr8,87589232,102578667
P18_1,chr8,102578668,104240084
P18_1,chr8,104240085,104261797
P18_1,chr8,104261798,105977424
P18_1,chr8,105977425,115395749
P18_1,chr8,115395750,120253017
P18_1,chr8,120253018,123705610
P18_1,chr8,123705611,132967376
P18_1,chr8,132967377,133125621
P18_1,chr8,133125622,145944117
P18_1,chr8,145944118,146259314
P18_2,chr8,0,3421
P18_2,chr8,3422,111983751
P18_2,chr8,111983752,146259314
P190_1,chr8,0,3421
P190_1,chr8,3422,33215
P190_1,chr8,33216,4921912
P190_1,chr8,4921913,5518295
P190_1,chr8,5518296,8894169
P190_1,chr8,8894170,22534794
P190_1,chr8,22534795,25808511
P190_1,chr8,25808512,32359031
P190_1,chr8,32359032,40057255
P190_1,chr8,40057256,45531013
P190_1,chr8,45531014,45617547
P190_1,chr8,45617548,51214968
P190_1,chr8,51214969,74368591
P190_1,chr8,74368592,97517807
P190_1,chr8,97517808,110766820
P190_1,chr8,110766821,124249619
P190_1,chr8,124249620,146259314
P190_2,chr8,0,3421
P190_2,chr8,3422,3918650
P190_2,chr8,3918651,9615913
P190_2,chr8,9615914,52521575
P190_2,chr8,52521576,56460762
P190_2,chr8,56460763,65044798
P190_2,chr8,65044799,71955544
P190_2,chr8,71955545,84124086
P190_2,chr8,84124087,87447165
P190_2,chr8,87447166,88858341
P190_2,chr8,88858342,104259319
P190_2,chr8,104259320,146259314
P191_1,chr8,0,3421
P191_1,chr8,3422,1786304
P191_1,chr8,1786305,6192235
P191_1,chr8,6192236,6345210
P191_1,chr8,6345211,6359667
P191_1,chr8,6359668,7225001
P191_1,chr8,7225002,11015058
P191_1,chr8,11015059,20191798
P191_1,chr8,20191799,25589645
P191_1,chr8,25589646,29440316
P191_1,chr8,29440317,32223986
P191_1,chr8,32223987,38170400
P191_1,chr8,38170401,42721866
P191_1,chr8,42721867,50810826
P191_1,chr8,50810827,52287663
P191_1,chr8,52287664,63702582
P191_1,chr8,63702583,76875257
P191_1,chr8,76875258,78492000
P191_1,chr8,78492001,87163743
P191_1,chr8,87163744,88666213
P191_1,chr8,88666214,97812598
P191_1,chr8,97812599,101080327
P191_1,chr8,101080328,105432708
P191_1,chr8,105432709,109101968
P191_1,chr8,109101969,111273916
P191_1,chr8,111273917,118831632
P191_1,chr8,118831633,122249968
P191_1,chr8,122249969,124122053
P191_1,chr8,124122054,137648274
P191_1,chr8,137648275,142290645
P191_1,chr8,142290646,145381757
P191_1,chr8,145381758,146259314
P191_2,chr8,0,3421
P191_2,chr8,3422,146259314
P192_1,chr8,0,3421
P192_1,chr8,3422,3019475
P192_1,chr8,3019476,7834539
P192_1,chr8,7834540,12335857
P192_1,chr8,12335858,12803007
P192_1,chr8,12803008,13031963
P192_1,chr8,13031964,25529972
P192_1,chr8,25529973,46663093
P192_1,chr8,46663094,53279644
P192_1,chr8,53279645,58464722
P192_1,chr8,58464723,59233741
P192_1,chr8,59233742,60975954
P192_1,chr8,60975955,61239704
P192_1,chr8,61239705,61353504
P192_1,chr8,61353505,64987835
P192_1,chr8,64987836,70658696
P192_1,chr8,70658697,72904001
P192_1,chr8,72904002,85440048
P192_1,chr8,85440049,88722949
P192_1,chr8,88722950,90017026
P192_1,chr8,90017027,91640744
P192_1,chr8,91640745,93018989
P192_1,chr8,93018990,96174604
P192_1,chr8,96174605,97136738
P192_1,chr8,97136739,97760749
P192_1,chr8,97760750,99582785
P192_1,chr8,99582786,102164550
P192_1,chr8,102164551,102676347
P192_1,chr8,102676348,106139786
P192_1,chr8,106139787,107844515
P192_1,chr8,107844516,108270717
P192_1,chr8,108270718,109866501
P192_1,chr8,109866502,111802777
P192_1,chr8,111802778,111839291
P192_1,chr8,111839292,112580448
P192_1,chr8,112580449,112631456
P192_1,chr8,112631457,115328126
P192_1,chr8,115328127,120584502
P192_1,chr8,120584503,124855785
P192_1,chr8,124855786,124930847
P192_1,chr8,124930848,126671889
P192_1,chr8,126671890,131780116
P192_1,chr8,131780117,134756690
P192_1,chr8,134756691,146259314
P192_2,chr8,0,3421
P192_2,chr8,3422,3229496
P192_2,chr8,3229497,9080214
P192_2,chr8,9080215,11138837
P192_2,chr8,11138838,12199826
P192_2,chr8,12199827,14278060
P192_2,chr8,14278061,30711500
P192_2,chr8,30711501,33038383
P192_2,chr8,33038384,39724739
P192_2,chr8,39724740,39746268
P192_2,chr8,39746269,40188015
P192_2,chr8,40188016,46130517
P192_2,chr8,46130518,46291960
P192_2,chr8,46291961,46457878
P192_2,chr8,46457879,46964131
P192_2,chr8,46964132,47486864
P192_2,chr8,47486865,48185138
P192_2,chr8,48185139,48309310
P192_2,chr8,48309311,49577482
P192_2,chr8,49577483,53030368
P192_2,chr8,53030369,93656523
P192_2,chr8,93656524,94858997
P192_2,chr8,94858998,96057172
P192_2,chr8,96057173,97849779
P192_2,chr8,97849780,98092336
P192_2,chr8,98092337,100164056
P192_2,chr8,100164057,101048035
P192_2,chr8,101048036,105544445
P192_2,chr8,105544446,107882144
P192_2,chr8,107882145,108151397
P192_2,chr8,108151398,111255699
P192_2,chr8,111255700,112366572
P192_2,chr8,112366573,113839151
P192_2,chr8,113839152,115364228
P192_2,chr8,115364229,116968671
P192_2,chr8,116968672,119535043
P192_2,chr8,119535044,122696663
P192_2,chr8,122696664,123690106
P192_2,chr8,123690107,131458829
P192_2,chr8,131458830,136324082
P192_2,chr8,136324083,141176214
P192_2,chr8,141176215,145165293
P192_2,chr8,145165294,146259314
P193_1,chr8,0,3421
P193_1,chr8,3422,86877387
P193_1,chr8,86877388,87876156
P193_1,chr8,87876157,91045315
P193_1,chr8,91045316,95221304
P193_1,chr8,95221305,146259314
P193_2,chr8,0,3421
P193_2,chr8,3422,18520813
P193_2,chr8,18520814,24101322
P193_2,chr8,24101323,33082588
P193_2,chr8,33082589,57778131
P193_2,chr8,57778132,62926229
P193_2,chr8,62926230,65440007
P193_2,chr8,65440008,66028285
P193_2,chr8,66028286,101725610
P193_2,chr8,101725611,102950016
P193_2,chr8,102950017,131188513
P193_2,chr8,131188514,146259314
P194_1,chr8,0,3421
P194_1,chr8,3422,146259314
P194_2,chr8,0,3421
P194_2,chr8,3422,20219654
P194_2,chr8,20219655,22224826
P194_2,chr8,22224827,38533546
P194_2,chr8,38533547,46579687
P194_2,chr8,46579688,146259314
P195_1,chr8,0,3421
P195_1,chr8,3422,10964672
P195_1,chr8,10964673,23342911
P195_1,chr8,23342912,29625834
P195_1,chr8,29625835,33437250
P195_1,chr8,33437251,36926152
P195_1,chr8,36926153,39523818
P195_1,chr8,39523819,58557571
P195_1,chr8,58557572,59733903
P195_1,chr8,59733904,60073913
P195_1,chr8,60073914,64190379
P195_1,chr8,64190380,64228924
P195_1,chr8,64228925,77612098
P195_1,chr8,77612099,79202829
P195_1,chr8,79202830,80015779
P195_1,chr8,80015780,81175140
P195_1,chr8,81175141,84163320
P195_1,chr8,84163321,87800658
P195_1,chr8,87800659,90709082
P195_1,chr8,90709083,95393813
P195_1,chr8,95393814,97508483
P195_1,chr8,97508484,98130887
P195_1,chr8,98130888,99836834
P195_1,chr8,99836835,102416874
P195_1,chr8,102416875,105497434
P195_1,chr8,105497435,107118655
P195_1,chr8,107118656,107887226
P195_1,chr8,107887227,108870895
P195_1,chr8,108870896,110132563
P195_1,chr8,110132564,111526861
P195_1,chr8,111526862,115600363
P195_1,chr8,115600364,119455708
P195_1,chr8,119455709,122545068
P195_1,chr8,122545069,127430242
P195_1,chr8,127430243,129614854
P195_1,chr8,129614855,135804455
P195_1,chr8,135804456,136037533
P195_1,chr8,136037534,137543274
P195_1,chr8,137543275,139165306
P195_1,chr8,139165307,145712276
P195_1,chr8,145712277,146039623
P195_1,chr8,146039624,146259314
P195_2,chr8,0,3421
P195_2,chr8,3422,66028285
P195_2,chr8,66028286,79169190
P195_2,chr8,79169191,83379877
P195_2,chr8,83379878,92140416
P195_2,chr8,92140417,96941041
P195_2,chr8,96941042,99766709
P195_2,chr8,99766710,146259314
P196_1,chr8,0,3421
P196_1,chr8,3422,6456033
P196_1,chr8,6456034,8479932
P196_1,chr8,8479933,10794193
P196_1,chr8,10794194,12725176
P196_1,chr8,12725177,13031963
P196_1,chr8,13031964,14826931
P196_1,chr8,14826932,17752730
P196_1,chr8,17752731,23507801
P196_1,chr8,23507802,23537442
P196_1,chr8,23537443,25589645
P196_1,chr8,25589646,32223986
P196_1,chr8,32223987,33038383
P196_1,chr8,33038384,33228917
P196_1,chr8,33228918,38126819
P196_1,chr8,38126820,39307460
P196_1,chr8,39307461,42947420
P196_1,chr8,42947421,43807281
P196_1,chr8,43807282,47486864
P196_1,chr8,47486865,50810826
P196_1,chr8,50810827,51617413
P196_1,chr8,51617414,54523447
P196_1,chr8,54523448,58030030
P196_1,chr8,58030031,61019682
P196_1,chr8,61019683,66439150
P196_1,chr8,66439151,67351245
P196_1,chr8,67351246,68904745
P196_1,chr8,68904746,69208808
P196_1,chr8,69208809,69818464
P196_1,chr8,69818465,72250012
P196_1,chr8,72250013,76466666
P196_1,chr8,76466667,76841230
P196_1,chr8,76841231,77312018
P196_1,chr8,77312019,77381512
P196_1,chr8,77381513,79130374
P196_1,chr8,79130375,80260848
P196_1,chr8,80260849,80698264
P196_1,chr8,80698265,80730160
P196_1,chr8,80730161,80885622
P196_1,chr8,80885623,81079249
P196_1,chr8,81079250,81327644
P196_1,chr8,81327645,82392001
P196_1,chr8,82392002,83482817
P196_1,chr8,83482818,83803888
P196_1,chr8,83803889,90278980
P196_1,chr8,90278981,90680593
P196_1,chr8,90680594,91549777
P196_1,chr8,91549778,93540292
P196_1,chr8,93540293,94001075
P196_1,chr8,94001076,94858997
P196_1,chr8,94858998,101186011
P196_1,chr8,101186012,102164550
P196_1,chr8,102164551,102509456
P196_1,chr8,102509457,104448384
P196_1,chr8,104448385,105193007
P196_1,chr8,105193008,105690670
P196_1,chr8,105690671,107030059
P196_1,chr8,107030060,107294964
P196_1,chr8,107294965,107759877
P196_1,chr8,107759878,107835866
P196_1,chr8,107835867,108444140
P196_1,chr8,108444141,109125782
P196_1,chr8,109125783,112429813
P196_1,chr8,112429814,116456320
P196_1,chr8,116456321,117112165
P196_1,chr8,117112166,117706974
P196_1,chr8,117706975,124353822
P196_1,chr8,124353823,124855785
P196_1,chr8,124855786,127288461
P196_1,chr8,127288462,136746925
P196_1,chr8,136746926,138034343
P196_1,chr8,138034344,146259314
P196_2,chr8,0,3421
P196_2,chr8,3422,49104838
P196_2,chr8,49104839,50789763
P196_2,chr8,50789764,54693869
P196_2,chr8,54693870,55068168
P196_2,chr8,55068169,58455580
P196_2,chr8,58455581,59323669
P196_2,chr8,59323670,93058796
P196_2,chr8,93058797,114949815
P196_2,chr8,114949816,115145919
P196_2,chr8,115145920,115668563
P196_2,chr8,115668564,127900490
P196_2,chr8,127900491,132792482
P196_2,chr8,132792483,140466261
P196_2,chr8,140466262,140647031
P196_2,chr8,140647032,146259314
P197_1,chr8,0,3421
P197_1,chr8,3422,8479932
P197_1,chr8,8479933,11015058
P197_1,chr8,11015059,12725176
P197_1,chr8,12725177,13916400
P197_1,chr8,13916401,15304153
P197_1,chr8,15304154,23342911
P197_1,chr8,23342912,25200506
P197_1,chr8,25200507,26371877
P197_1,chr8,26371878,29625834
P197_1,chr8,29625835,38710824
P197_1,chr8,38710825,42721866
P197_1,chr8,42721867,47486864
P197_1,chr8,47486865,48185138
P197_1,chr8,48185139,50810826
P197_1,chr8,50810827,52664482
P197_1,chr8,52664483,53759929
P197_1,chr8,53759930,55755144
P197_1,chr8,55755145,62864558
P197_1,chr8,62864559,64787817
P197_1,chr8,64787818,65961057
P197_1,chr8,65961058,68199443
P197_1,chr8,68199444,68590068
P197_1,chr8,68590069,68904745
P197_1,chr8,68904746,68980605
P197_1,chr8,68980606,69557360
P197_1,chr8,69557361,70395405
P197_1,chr8,70395406,78236442
P197_1,chr8,78236443,80260848
P197_1,chr8,80260849,81175140
P197_1,chr8,81175141,82334833
P197_1,chr8,82334834,82411346
P197_1,chr8,82411347,85989924
P197_1,chr8,85989925,86510629
P197_1,chr8,86510630,88434890
P197_1,chr8,88434891,88722949
P197_1,chr8,88722950,91024816
P197_1,chr8,91024817,92489544
P197_1,chr8,92489545,92854740
P197_1,chr8,92854741,94683166
P197_1,chr8,94683167,97760749
P197_1,chr8,97760750,99905212
P197_1,chr8,99905213,102136974
P197_1,chr8,102136975,102164550
P197_1,chr8,102164551,102378207
P197_1,chr8,102378208,103072239
P197_1,chr8,103072240,105760946
P197_1,chr8,105760947,107607303
P197_1,chr8,107607304,107887226
P197_1,chr8,107887227,108142036
P197_1,chr8,108142037,111526861
P197_1,chr8,111526862,112195401
P197_1,chr8,112195402,112384162
P197_1,chr8,112384163,112429813
P197_1,chr8,112429814,114603890
P197_1,chr8,114603891,115365087
P197_1,chr8,115365088,124855785
P197_1,chr8,124855786,125715673
P197_1,chr8,125715674,127280672
P197_1,chr8,127280673,130498457
P197_1,chr8,130498458,131706973
P197_1,chr8,131706974,133726653
P197_1,chr8,133726654,140454431
P197_1,chr8,140454432,143707006
P197_1,chr8,143707007,144941898
P197_1,chr8,144941899,145712276
P197_1,chr8,145712277,145863552
P197_1,chr8,145863553,146259314
P197_2,chr8,0,3421
P197_2,chr8,3422,11138837
P197_2,chr8,11138838,12803007
P197_2,chr8,12803008,35984611
P197_2,chr8,35984612,37587966
P197_2,chr8,37587967,37896814
P197_2,chr8,37896815,47169272
P197_2,chr8,47169273,48902823
P197_2,chr8,48902824,49104838
P197_2,chr8,49104839,49391212
P197_2,chr8,49391213,49705801
P197_2,chr8,49705802,53541957
P197_2,chr8,53541958,53848622
P197_2,chr8,53848623,55207454
P197_2,chr8,55207455,56402864
P197_2,chr8,56402865,58557571
P197_2,chr8,58557572,59323669
P197_2,chr8,59323670,60676880
P197_2,chr8,60676881,60847743
P197_2,chr8,60847744,62822758
P197_2,chr8,62822759,67182454
P197_2,chr8,67182455,69730409
P197_2,chr8,69730410,71104611
P197_2,chr8,71104612,72164076
P197_2,chr8,72164077,73733593
P197_2,chr8,73733594,74251524
P197_2,chr8,74251525,77097819
P197_2,chr8,77097820,78065768
P197_2,chr8,78065769,79203454
P197_2,chr8,79203455,79999105
P197_2,chr8,79999106,81118976
P197_2,chr8,81118977,81990930
P197_2,chr8,81990931,83333771
P197_2,chr8,83333772,84258144
P197_2,chr8,84258145,84784526
P197_2,chr8,84784527,85046222
P197_2,chr8,85046223,88959912
P197_2,chr8,88959913,92958604
P197_2,chr8,92958605,93156310
P197_2,chr8,93156311,93579614
P197_2,chr8,93579615,94293252
P197_2,chr8,94293253,94693323
P197_2,chr8,94693324,95033278
P197_2,chr8,95033279,95710341
P197_2,chr8,95710342,98288613
P197_2,chr8,98288614,100194311
P197_2,chr8,100194312,100879403
P197_2,chr8,100879404,107547765
P197_2,chr8,107547766,108174032
P197_2,chr8,108174033,108995196
P197_2,chr8,108995197,111289998
P197_2,chr8,111289999,113219181
P197_2,chr8,113219182,117309094
P197_2,chr8,117309095,121205942
P197_2,chr8,121205943,124930847
P197_2,chr8,124930848,127885481
P197_2,chr8,127885482,128544099
P197_2,chr8,128544100,129401308
P197_2,chr8,129401309,133266353
P197_2,chr8,133266354,133827411
P197_2,chr8,133827412,137052643
P197_2,chr8,137052644,142632220
P197_2,chr8,142632221,146189207
P197_2,chr8,146189208,146259314
P198_1,chr8,0,3421
P198_1,chr8,3422,66306440
P198_1,chr8,66306441,123684890
P198_1,chr8,123684891,146259314
P198_2,chr8,0,3421
P198_2,chr8,3422,11015058
P198_2,chr8,11015059,13916400
P198_2,chr8,13916401,16532742
P198_2,chr8,16532743,26874096
P198_2,chr8,26874097,29625834
P198_2,chr8,29625835,43257206
P198_2,chr8,43257207,49140857
P198_2,chr8,49140858,58197455
P198_2,chr8,58197456,68980605
P198_2,chr8,68980606,70395405
P198_2,chr8,70395406,71988525
P198_2,chr8,71988526,84513335
P198_2,chr8,84513336,86726355
P198_2,chr8,86726356,87003721
P198_2,chr8,87003722,87291604
P198_2,chr8,87291605,97975280
P198_2,chr8,97975281,103911044
P198_2,chr8,103911045,103944882
P198_2,chr8,103944883,105530978
P198_2,chr8,105530979,105652970
P198_2,chr8,105652971,133827411
P198_2,chr8,133827412,146259314
P199_1,chr8,0,3421
P199_1,chr8,3422,9777017
P199_1,chr8,9777018,12803007
P199_1,chr8,12803008,24420700
P199_1,chr8,24420701,33693145
P199_1,chr8,33693146,39128686
P199_1,chr8,39128687,46130517
P199_1,chr8,46130518,60262915
P199_1,chr8,60262916,74623099
P199_1,chr8,74623100,75699738
P199_1,chr8,75699739,88865664
P199_1,chr8,88865665,97686404
P199_1,chr8,97686405,100140016
P199_1,chr8,100140017,106273073
P199_1,chr8,106273074,116723506
P199_1,chr8,116723507,146129552
P199_1,chr8,146129553,146259314
P199_2,chr8,0,3421
P199_2,chr8,3422,38126819
P199_2,chr8,38126820,69557360
P199_2,chr8,69557361,122618858
P199_2,chr8,122618859,146259314
P19_1,chr8,0,3421
P19_1,chr8,3422,6429243
P19_1,chr8,6429244,15427505
P19_1,chr8,15427506,22932829
P19_1,chr8,22932830,24101322
P19_1,chr8,24101323,32263590
P19_1,chr8,32263591,34469283
P19_1,chr8,34469284,39362850
P19_1,chr8,39362851,48738672
P19_1,chr8,48738673,52548363
P19_1,chr8,52548364,57011778
P19_1,chr8,57011779,58388215
P19_1,chr8,58388216,63838485
P19_1,chr8,63838486,86690808
P19_1,chr8,86690809,88356171
P19_1,chr8,88356172,91045315
P19_1,chr8,91045316,91792989
P19_1,chr8,91792990,94338891
P19_1,chr8,94338892,97221806
P19_1,chr8,97221807,104986585
P19_1,chr8,104986586,143186412
P19_1,chr8,143186413,146259314
P19_2,chr8,0,3421
P19_2,chr8,3422,27625897
P19_2,chr8,27625898,37896814
P19_2,chr8,37896815,65569193
P19_2,chr8,65569194,83379877
P19_2,chr8,83379878,85242996
P19_2,chr8,85242997,89616744
P19_2,chr8,89616745,93802322
P19_2,chr8,93802323,99992307
P19_2,chr8,99992308,113352157
P19_2,chr8,113352158,146259314
P1_1,chr8,0,3421
P1_1,chr8,3422,146259314
P1_2,chr8,0,3421
P1_2,chr8,3422,34469015
P1_2,chr8,34469016,35912555
P1_2,chr8,35912556,86828182
P1_2,chr8,86828183,88940574
P1_2,chr8,88940575,93041276
P1_2,chr8,93041277,94580339
P1_2,chr8,94580340,96482321
P1_2,chr8,96482322,101048035
P1_2,chr8,101048036,111274792
P1_2,chr8,111274793,140425607
P1_2,chr8,140425608,143678854
P1_2,chr8,143678855,146259314
P200_1,chr8,0,3421
P200_1,chr8,3422,14549840
P200_1,chr8,14549841,17804156
P200_1,chr8,17804157,19932579
P200_1,chr8,19932580,22731330
P200_1,chr8,22731331,31332034
P200_1,chr8,31332035,32701044
P200_1,chr8,32701045,52192128
P200_1,chr8,52192129,74549518
P200_1,chr8,74549519,76953493
P200_1,chr8,76953494,78986053
P200_1,chr8,78986054,79484895
P200_1,chr8,79484896,79615067
P200_1,chr8,79615068,80355184
P200_1,chr8,80355185,81318895
P200_1,chr8,81318896,83264469
P200_1,chr8,83264470,83647409
P200_1,chr8,83647410,83769353
P200_1,chr8,83769354,85956482
P200_1,chr8,85956483,87540423
P200_1,chr8,87540424,90851849
P200_1,chr8,90851850,99012170
P200_1,chr8,99012171,114422089
P200_1,chr8,114422090,146259314
P200_2,chr8,0,3421
P200_2,chr8,3422,3256856
P200_2,chr8,3256857,4696942
P200_2,chr8,4696943,14581283
P200_2,chr8,14581284,21901174
P200_2,chr8,21901175,39447991
P200_2,chr8,39447992,47114432
P200_2,chr8,47114433,48426542
P200_2,chr8,48426543,62255981
P200_2,chr8,62255982,65332546
P200_2,chr8,65332547,93836980
P200_2,chr8,93836981,102121787
P200_2,chr8,102121788,113352157
P200_2,chr8,113352158,114422089
P200_2,chr8,114422090,146259314
P20_1,chr8,0,3421
P20_1,chr8,3422,12892229
P20_1,chr8,12892230,13484344
P20_1,chr8,13484345,25266391
P20_1,chr8,25266392,39307460
P20_1,chr8,39307461,47159701
P20_1,chr8,47159702,48029439
P20_1,chr8,48029440,49293037
P20_1,chr8,49293038,50223332
P20_1,chr8,50223333,53813701
P20_1,chr8,53813702,56986688
P20_1,chr8,56986689,57937082
P20_1,chr8,57937083,58339077
P20_1,chr8,58339078,116479870
P20_1,chr8,116479871,130092162
P20_1,chr8,130092163,146259314
P20_2,chr8,0,3421
P20_2,chr8,3422,32223986
P20_2,chr8,32223987,33923867
P20_2,chr8,33923868,38267430
P20_2,chr8,38267431,51754854
P20_2,chr8,51754855,54523447
P20_2,chr8,54523448,54690688
P20_2,chr8,54690689,58339077
P20_2,chr8,58339078,100786640
P20_2,chr8,100786641,116479870
P20_2,chr8,116479871,146259314
P21_1,chr8,0,3421
P21_1,chr8,3422,7457836
P21_1,chr8,7457837,7772833
P21_1,chr8,7772834,8841263
P21_1,chr8,8841264,17551513
P21_1,chr8,17551514,24250858
P21_1,chr8,24250859,33719041
